CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
153401121,12/31/2015,23:36:00,,,12/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103.0,OUTSIDE,,,,1043991.0,193406.0,40.697338138,-73.784556739,"(40.697338138, -73.784556739)"
940141475,12/17/2004,15:02:00,,,12/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,OUTSIDE,,,,996108.0,176259.0,40.650467172,-73.957267875,"(40.650467172, -73.957267875)"
586976434,12/30/2015,02:45:00,,,12/30/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1019388.0,259017.0,40.877554428,-73.87293947100001,"(40.877554428, -73.872939471)"
388875685,07/21/1992,23:00:00,,,12/30/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,,,,1005725.0,249742.0,40.852141187,-73.922375722,"(40.852141187, -73.922375722)"
432741267,10/01/1969,23:59:00,,,12/29/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32.0,OUTSIDE,,,,1000565.0,234704.0,40.810877241,-73.941064151,"(40.810877241, -73.941064151)"
815051324,12/28/2015,17:30:00,,,12/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,61.0,INSIDE,,,SHEEPSHEAD BAY,1001474.0,156113.0,40.595161807,-73.937981421,"(40.595161807, -73.937981421)"
436431388,12/28/2015,17:30:00,,,12/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,61.0,INSIDE,,,SHEEPSHEAD BAY,1001474.0,156113.0,40.595161807,-73.937981421,"(40.595161807, -73.937981421)"
594991710,09/20/1979,03:34:00,,,12/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,INSIDE,,,,994970.0,162504.0,40.612714054,-73.961390818,"(40.612714054, -73.961390818)"
950464116,12/26/2015,16:30:00,,,12/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103.0,OUTSIDE,,,,1041975.0,193412.0,40.697367985999996,-73.791826985,"(40.697367986, -73.791826985)"
822354166,12/19/2015,16:04:00,,,12/19/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77.0,OUTSIDE,,,,1002388.0,185584.0,40.676051596,-73.934611088,"(40.676051596, -73.934611088)"
546107435,12/19/2015,06:11:00,,,12/19/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81.0,OUTSIDE,,,,1004509.0,186445.0,40.678410246,-73.926961963,"(40.678410246, -73.926961963)"
114662734,12/24/2015,22:55:00,,,12/24/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46.0,OUTSIDE,,,,1010778.0,251898.0,40.858045026,-73.90410211300001,"(40.858045026, -73.904102113)"
823093157,12/20/2015,09:21:00,,,12/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1010675.0,253888.0,40.863507284,-73.904466615,"(40.863507284, -73.904466615)"
234584652,12/17/2015,21:09:00,,,12/17/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,79.0,OUTSIDE,,,,1000083.0,189065.0,40.685610573000005,-73.942912796,"(40.685610573, -73.942912796)"
254640842,12/14/2015,04:15:00,,,12/14/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120.0,OUTSIDE,,,,962824.0,174279.0,40.645014517,-74.07720963,"(40.645014517, -74.07720963)"
225687223,12/13/2015,00:28:00,,,12/13/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,79.0,OUTSIDE,,,,998286.0,189885.0,40.687864317,-73.94939048399999,"(40.687864317, -73.949390484)"
976911312,12/11/2015,21:42:00,,,12/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,,,,997380.0,173775.0,40.643647334,-73.952688708,"(40.643647334, -73.952688708)"
430102539,12/11/2015,20:00:00,,,12/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,60.0,INSIDE,,,,987641.0,148923.0,40.575442769,-73.987794763,"(40.575442769, -73.987794763)"
253740947,12/10/2015,07:00:00,,,12/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49.0,INSIDE,,,,1023354.0,248384.0,40.848353408,-73.858660142,"(40.848353408, -73.858660142)"
386085785,06/14/1982,01:58:00,,,12/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84.0,OUTSIDE,,,,988471.0,194252.0,40.699860845,-73.98477864,"(40.699860845, -73.98477864)"
706929585,12/09/2015,08:56:00,,,12/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123.0,INSIDE,,,,922884.0,135831.0,40.539296108,-74.220783054,"(40.539296108, -74.220783054)"
674855705,12/07/2015,21:37:00,,,12/07/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72.0,OUTSIDE,,,,980738.0,170975.0,40.635970966,-74.012655151,"(40.635970966, -74.012655151)"
967459640,12/06/2015,06:39:00,,,12/06/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44.0,INSIDE,,,,1005620.0,244949.0,40.838986067,-73.922770541,"(40.838986067, -73.922770541)"
467518301,12/05/2015,16:36:00,,,12/05/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,,,,1008224.0,177079.0,40.652693383,-73.91360164,"(40.652693383, -73.91360164)"
201803138,12/03/2015,17:05:00,,,12/03/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,OUTSIDE,,,,1005410.0,178782.0,40.657374916,-73.92373765399999,"(40.657374916, -73.923737654)"
703629612,12/03/2015,11:05:00,,,12/03/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,OUTSIDE,,,,1020690.0,256478.0,40.87058038,-73.868245145,"(40.87058038, -73.868245145)"
351386950,12/01/2015,03:55:00,,,12/01/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49.0,INSIDE,,,,1024346.0,246876.0,40.844209946999996,-73.855083584,"(40.844209947, -73.855083584)"
216560883,11/28/2015,00:07:00,,,11/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120.0,OUTSIDE,,,,960126.0,172813.0,40.640983725,-74.086926573,"(40.640983725, -74.086926573)"
558517496,11/27/2015,22:39:00,,,11/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73.0,INSIDE,,,,1009968.0,182503.0,40.667576169,-73.90729576300001,"(40.667576169, -73.907295763)"
474478842,11/27/2015,22:39:00,,,11/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73.0,INSIDE,,,,1009968.0,182503.0,40.667576169,-73.90729576300001,"(40.667576169, -73.907295763)"
148432759,11/26/2015,23:36:00,,,11/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73.0,OUTSIDE,,,,1010877.0,182683.0,40.668067541999996,-73.904018382,"(40.668067542, -73.904018382)"
113246882,11/09/2015,11:42:00,,,11/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,73.0,INSIDE,,,WOODSON,1011275.0,181310.0,40.664297758000004,-73.902589205,"(40.664297758, -73.902589205)"
495097288,11/25/2015,13:55:00,,,11/25/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42.0,OUTSIDE,,,,1010158.0,242490.0,40.832224679,-73.906379774,"(40.832224679, -73.906379774)"
958262948,11/24/2015,11:21:00,,,11/24/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,OUTSIDE,,,,994394.0,176588.0,40.651372334,-73.96344425,"(40.651372334, -73.96344425)"
995825488,11/24/2015,09:16:00,,,11/24/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,48.0,OUTSIDE,,,,1013667.0,246291.0,40.842646326,-73.893682921,"(40.842646326, -73.893682921)"
616455097,11/21/2015,03:56:00,,,11/21/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108.0,OUTSIDE,,,,1007668.0,209836.0,40.742605175,-73.915491518,"(40.742605175, -73.915491518)"
131875596,11/20/2015,17:40:00,,,11/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,,,,999132.0,175384.0,40.648060922,-73.946371991,"(40.648060922, -73.946371991)"
810852918,11/20/2015,14:21:00,,,11/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,INSIDE,,,,1027870.0,267694.0,40.901332179,-73.842211382,"(40.901332179, -73.842211382)"
747058831,11/18/2015,23:15:00,,,11/18/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1012027.0,254322.0,40.864694331,-73.899576908,"(40.864694331, -73.899576908)"
997939561,11/18/2015,03:20:00,,,11/18/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84.0,OUTSIDE,,,,988972.0,188404.0,40.683809179,-73.98297591,"(40.683809179, -73.98297591)"
537116994,10/31/2015,06:02:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,69.0,OUTSIDE,,,,1013376.0,176522.0,40.651149094000004,-73.895036788,"(40.651149094, -73.895036788)"
939515003,11/15/2015,21:51:00,,,11/15/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34.0,INSIDE,,,,1006124.0,255241.0,40.867233307,-73.920915513,"(40.867233307, -73.920915513)"
635929691,11/15/2015,04:30:00,,,11/15/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104.0,OUTSIDE,,,,1012340.0,197732.0,40.709369048,-73.898681928,"(40.709369048, -73.898681928)"
551311453,11/11/2015,21:44:00,,,11/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90.0,INSIDE,,,TAYLOR STREET-WYTHE AVENUE,994068.0,195940.0,40.704489570999996,-73.964590908,"(40.704489571, -73.964590908)"
794888804,11/10/2015,12:56:00,,,11/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,INSIDE,,,,994882.0,174149.0,40.644677234,-73.961689428,"(40.644677234, -73.961689428)"
656656874,11/10/2015,09:20:00,,,11/10/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,OUTSIDE,,,,995161.0,167522.0,40.626487188,-73.960694776,"(40.626487188, -73.960694776)"
107604100,11/09/2015,06:14:00,,,11/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,14.0,INSIDE,,,,986195.0,213562.0,40.752862899,-73.992981332,"(40.752862899, -73.992981332)"
356491403,11/08/2015,04:05:00,,,11/08/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,OUTSIDE,,,,1004498.0,176955.0,40.652362333,-73.927030122,"(40.652362333, -73.927030122)"
284091093,11/04/2015,01:12:00,,,11/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83.0,INSIDE,,,,1007867.0,194479.0,40.700453401,-73.91482725899999,"(40.700453401, -73.914827259)"
248892629,11/01/2015,05:22:00,,,11/01/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77.0,OUTSIDE,,,,998364.0,186452.0,40.67844139,-73.949116423,"(40.67844139, -73.949116423)"
676408193,10/31/2015,20:53:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105.0,OUTSIDE,,,,1056001.0,180285.0,40.661234891999996,-73.74138485600001,"(40.661234892, -73.741384856)"
788474276,10/31/2015,20:53:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105.0,OUTSIDE,,,,1056001.0,180285.0,40.661234891999996,-73.74138485600001,"(40.661234892, -73.741384856)"
467640179,10/29/2015,20:08:00,,,10/29/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,,,,1009853.0,247503.0,40.845984791,-73.907462791,"(40.845984791, -73.907462791)"
634357728,10/28/2015,20:07:00,,,10/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28.0,OUTSIDE,,,,996792.0,230879.0,40.80038483,-73.954701109,"(40.80038483, -73.954701109)"
505050319,10/27/2015,21:24:00,,,10/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,INSIDE,,,,1006329.0,177267.0,40.653214329,-73.920430403,"(40.653214329, -73.920430403)"
255006358,10/26/2015,18:09:00,,,10/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,OUTSIDE,,,,992112.0,185590.0,40.676083154000004,-73.97165768100001,"(40.676083154, -73.971657681)"
285791049,10/26/2015,12:50:00,,,10/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40.0,INSIDE,,,,1007252.0,239375.0,40.823682942,-73.916891628,"(40.823682942, -73.916891628)"
445195145,10/26/2015,05:00:00,,,10/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72.0,INSIDE,,,,979294.0,172285.0,40.639565947,-74.017858834,"(40.639565947, -74.017858834)"
975065889,10/25/2015,10:19:00,,,10/25/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,INSIDE,,,,1011129.0,252656.0,40.860124446,-73.902830201,"(40.860124446, -73.902830201)"
764575906,10/22/2015,15:00:00,,,10/22/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49.0,OUTSIDE,,,,1022920.0,253072.0,40.861222468,-73.860201788,"(40.861222468, -73.860201788)"
440635645,10/20/2015,20:31:00,,,10/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25.0,OUTSIDE,,,,1003855.0,229559.0,40.796748942,-73.929194181,"(40.796748942, -73.929194181)"
594764495,10/18/2015,10:14:00,,,10/18/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75.0,INSIDE,,,,1017119.0,183909.0,40.671411663,-73.88151172399999,"(40.671411663, -73.881511724)"
690042296,10/17/2015,12:15:00,,,10/17/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103.0,OUTSIDE,,,,1042041.0,193826.0,40.698503885,-73.791585417,"(40.698503885, -73.791585417)"
666865450,10/17/2015,04:35:00,,,10/17/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43.0,OUTSIDE,,,,1022943.0,240733.0,40.827355465,-73.860189834,"(40.827355465, -73.860189834)"
251390521,10/17/2015,04:01:00,,,10/17/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103.0,INSIDE,,,,1037509.0,195481.0,40.703074899,-73.807916367,"(40.703074899, -73.807916367)"
828303898,10/15/2015,13:49:00,,,10/15/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46.0,INSIDE,,,,1012356.0,250621.0,40.854535162,-73.898402966,"(40.854535162, -73.898402966)"
503295731,10/14/2015,01:47:00,,,10/14/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,OUTSIDE,,,,994950.0,174604.0,40.64592603,-73.961443671,"(40.64592603, -73.961443671)"
298877897,10/11/2015,14:50:00,,,10/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109.0,OUTSIDE,,,,1034105.0,211917.0,40.748207471,-73.82007151399999,"(40.748207471, -73.820071514)"
924525630,10/12/2015,04:03:00,,,10/12/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13.0,OUTSIDE,,,,987112.0,208704.0,40.739528656,-73.989673657,"(40.739528656, -73.989673657)"
289201246,10/11/2015,22:36:00,,,10/11/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,OUTSIDE,,,,990255.0,189887.0,40.687878898,-73.978348633,"(40.687878898, -73.978348633)"
852776334,10/09/2015,04:20:00,,,10/09/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47.0,OUTSIDE,,,,1032453.0,262402.0,40.886783496999996,-73.82567107199999,"(40.886783497, -73.825671072)"
271642266,10/08/2015,18:00:00,,,10/08/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,OUTSIDE,,,,1000054.0,173952.0,40.644128794000004,-73.94305278600001,"(40.644128794, -73.943052786)"
684982920,07/22/2010,12:00:00,,,10/08/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75.0,OUTSIDE,,,,1017119.0,183909.0,40.671411663,-73.88151172399999,"(40.671411663, -73.881511724)"
748678221,10/06/2015,07:57:00,,,10/06/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90.0,OUTSIDE,,,,1003379.0,196414.0,40.70577536,-73.931007628,"(40.70577536, -73.931007628)"
163046544,10/05/2015,01:22:00,,,10/05/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67.0,OUTSIDE,,,,1007445.0,179433.0,40.659156671,-73.916400977,"(40.659156671, -73.916400977)"
110579927,10/04/2015,20:28:00,,,10/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,106.0,OUTSIDE,,,,1034171.0,187027.0,40.679890124,-73.820017883,"(40.679890124, -73.820017883)"
230535411,10/04/2015,07:34:00,,,10/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1012218.0,253976.0,40.863744063,-73.898887813,"(40.863744063, -73.898887813)"
560545352,10/04/2015,02:55:00,,,10/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120.0,OUTSIDE,,,,960832.0,163500.0,40.615423403,-74.08435035699999,"(40.615423403, -74.084350357)"
885619028,10/04/2015,02:55:00,,,10/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120.0,OUTSIDE,,,,960832.0,163500.0,40.615423403,-74.08435035699999,"(40.615423403, -74.084350357)"
302629861,10/03/2015,13:05:00,,,10/03/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66.0,INSIDE,,,,987489.0,171960.0,40.638674687,-73.988330877,"(40.638674687, -73.988330877)"
956741159,09/30/2015,20:46:00,,,09/30/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45.0,OUTSIDE,,,,1025713.0,244278.0,40.83707289,-73.850158943,"(40.83707289, -73.850158943)"
669781422,09/28/2015,15:50:00,,,09/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34.0,INSIDE,,,,1004466.0,252899.0,40.86080918,-73.92691711,"(40.86080918, -73.92691711)"
347456352,09/28/2015,14:45:00,,,09/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1009018.0,252729.0,40.860330983000004,-73.91046147899999,"(40.860330983, -73.910461479)"
587627030,09/27/2015,16:41:00,,,09/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25.0,OUTSIDE,,,,1002451.0,231382.0,40.801755583,-73.934260057,"(40.801755583, -73.934260057)"
792781222,09/26/2015,05:43:00,,,09/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,5.0,INSIDE,,,SMITH,985237.0,197940.0,40.70998449,-73.99644134399999,"(40.70998449, -73.996441344)"
576809545,09/26/2015,02:00:00,,,09/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42.0,OUTSIDE,,,,1010042.0,241269.0,40.828873725,-73.90680364800001,"(40.828873725, -73.906803648)"
582808534,09/25/2015,15:05:00,,,09/25/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63.0,OUTSIDE,,,,1009816.0,156637.0,40.596579945,-73.90794166100001,"(40.596579945, -73.907941661)"
240478904,09/21/2015,01:26:00,,,09/21/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48.0,OUTSIDE,,,,1011811.0,246833.0,40.844139945,-73.90038861800001,"(40.844139945, -73.900388618)"
735224999,09/20/2015,14:49:00,,,09/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52.0,OUTSIDE,,,,1013912.0,254446.0,40.865028541,-73.892761364,"(40.865028541, -73.892761364)"
917208320,09/20/2015,01:40:00,,,09/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,OUTSIDE,,,INGERSOLL,989209.0,192197.0,40.694219964,-73.982118597,"(40.694219964, -73.982118597)"
469095477,09/20/2015,01:40:00,,,09/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,OUTSIDE,,,INGERSOLL,989209.0,192197.0,40.694219964,-73.982118597,"(40.694219964, -73.982118597)"
962193986,09/20/2015,01:40:00,,,09/20/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88.0,OUTSIDE,,,INGERSOLL,989209.0,192197.0,40.694219964,-73.982118597,"(40.694219964, -73.982118597)"
776631772,09/19/2015,22:35:00,,,09/19/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,23.0,OUTSIDE,,,,1001666.0,229217.0,40.795814831,-73.937101065,"(40.795814831, -73.937101065)"
901833686,09/19/2015,19:56:00,,,09/19/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48.0,OUTSIDE,,,,1014658.0,247117.0,40.844910096,-73.89009752,"(40.844910096, -73.89009752)"
306321338,09/19/2015,17:40:00,,,09/19/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70.0,OUTSIDE,,,,994906.0,176068.0,40.649944446,-73.96159991399999,"(40.649944446, -73.961599914)"
